FileName,GPSLatitude,GPSLongitude
IMG_000001.jpg,30.62221111,-96.34054444
IMG_000002.jpg,30.62221389,-96.34055278
IMG_000003.jpg,30.62221389,-96.34055278
IMG_000004.jpg,30.62221389,-96.34055278
IMG_000005.jpg,30.62221389,-96.34055278
IMG_000006.jpg,30.62221389,-96.34055278
IMG_000007.jpg,30.62221389,-96.34055278
IMG_000008.jpg,30.62155556,-96.33956944
IMG_000009.jpg,30.62155556,-96.33956944
IMG_000010.jpg,30.62155556,-96.33956944
IMG_000011.jpg,30.62155556,-96.33956944
IMG_000012.jpg,30.62155556,-96.33956944
IMG_000013.jpg,30.62155556,-96.33956944
IMG_000014.jpg,30.62155556,-96.33956944
IMG_000015.jpg,30.62155556,-96.33956944
IMG_000016.jpg,30.62155556,-96.33956944
IMG_000017.jpg,30.62155556,-96.33956944
IMG_000018.jpg,30.62155556,-96.33956944
IMG_000019.jpg,30.62155556,-96.33956944
IMG_000020.jpg,30.62155556,-96.33956944
IMG_000021.jpg,30.62154444,-96.33959167
IMG_000022.jpg,30.62154444,-96.33959167
IMG_000023.jpg,30.62154444,-96.33959167
IMG_000024.jpg,30.62154444,-96.33959167
IMG_000025.jpg,30.62154444,-96.33959167
IMG_000026.jpg,30.62154444,-96.33959167
IMG_000027.jpg,30.62154444,-96.33959167
IMG_000028.jpg,30.62154444,-96.33959167
IMG_000029.jpg,30.62154444,-96.33959167
IMG_000030.jpg,30.62154444,-96.33959167
IMG_000031.jpg,30.62154444,-96.33959167
IMG_000032.jpg,30.62154444,-96.33959167
IMG_000033.jpg,30.62154444,-96.33959167
IMG_000034.jpg,30.62154444,-96.33959167
IMG_000035.jpg,30.62154444,-96.33959167
IMG_000036.jpg,30.62154444,-96.33959167
IMG_000037.jpg,30.62154444,-96.33959167
IMG_000038.jpg,30.62154444,-96.33959167
IMG_000039.jpg,30.62154444,-96.33959167
IMG_000040.jpg,30.62154444,-96.33959167
IMG_000041.jpg,30.62154444,-96.33959167
IMG_000042.jpg,30.62154444,-96.33959167
IMG_000043.jpg,30.62154444,-96.33959167
IMG_000044.jpg,30.62154444,-96.33959167
IMG_000045.jpg,30.62153889,-96.33958611
IMG_000046.jpg,30.62153889,-96.33958611
IMG_000047.jpg,30.62153889,-96.33958611
IMG_000048.jpg,30.62153889,-96.33958611
IMG_000049.jpg,30.62153889,-96.33958611
IMG_000050.jpg,30.62153889,-96.33958611
IMG_000051.jpg,30.62153889,-96.33958611
IMG_000052.jpg,30.62153889,-96.33958611
IMG_000053.jpg,30.62153889,-96.33958611
IMG_000054.jpg,30.62153889,-96.33958611
IMG_000055.jpg,30.62153889,-96.33958611
IMG_000056.jpg,30.62153889,-96.33958611
IMG_000057.jpg,30.62153889,-96.33958611
IMG_000058.jpg,30.62153889,-96.33958611
IMG_000059.jpg,30.62153889,-96.33958611
IMG_000060.jpg,30.62153889,-96.33958611
IMG_000061.jpg,30.62153889,-96.33958611
IMG_000062.jpg,30.62153889,-96.33958611
IMG_000063.jpg,30.62154444,-96.3396
IMG_000064.jpg,30.62154444,-96.3396
IMG_000065.jpg,30.62154444,-96.3396
IMG_000066.jpg,30.62154444,-96.3396
IMG_000067.jpg,30.62154444,-96.3396
IMG_000068.jpg,30.62154444,-96.3396
IMG_000069.jpg,30.62156944,-96.33961389
IMG_000070.jpg,30.62156944,-96.33961389
IMG_000071.jpg,30.62156944,-96.33961389
IMG_000072.jpg,30.62156944,-96.33961389
IMG_000073.jpg,30.62156944,-96.33961389
IMG_000074.jpg,30.62156944,-96.33961389
IMG_000075.jpg,30.62156944,-96.33961389
IMG_000076.jpg,30.62156944,-96.33961389
IMG_000077.jpg,30.62156944,-96.33961389
IMG_000078.jpg,30.62156944,-96.33961389
IMG_000079.jpg,30.62156944,-96.33961389
IMG_000080.jpg,30.62156944,-96.33961389
IMG_000081.jpg,30.62157778,-96.33962222
IMG_000082.jpg,30.62157778,-96.33962222
IMG_000083.jpg,30.62157778,-96.33962222
IMG_000084.jpg,30.62157778,-96.33962222
IMG_000085.jpg,30.62157778,-96.33962222
IMG_000086.jpg,30.62157778,-96.33962222
IMG_000087.jpg,30.62162778,-96.33969167
IMG_000088.jpg,30.62162778,-96.33969167
IMG_000089.jpg,30.62162778,-96.33969167
IMG_000090.jpg,30.62162778,-96.33969167
IMG_000091.jpg,30.62162778,-96.33969167
IMG_000092.jpg,30.62162778,-96.33969167
IMG_000093.jpg,30.62162222,-96.33969167
IMG_000094.jpg,30.62162222,-96.33969167
IMG_000095.jpg,30.62162222,-96.33969167
IMG_000096.jpg,30.62162222,-96.33969167
IMG_000097.jpg,30.62162222,-96.33969167
IMG_000098.jpg,30.62162222,-96.33969167
IMG_000099.jpg,30.62162222,-96.33969167
IMG_000100.jpg,30.62162222,-96.33969167
IMG_000101.jpg,30.62162222,-96.33969167
IMG_000102.jpg,30.62162222,-96.33969167
IMG_000103.jpg,30.62162222,-96.33969167
IMG_000104.jpg,30.62162222,-96.33969167
IMG_000105.jpg,30.62162222,-96.33969167
IMG_000106.jpg,30.62162222,-96.33969167
IMG_000107.jpg,30.62162222,-96.33969167
IMG_000108.jpg,30.62162222,-96.33969167
IMG_000109.jpg,30.62162222,-96.33969167
IMG_000110.jpg,30.62162222,-96.33969167
IMG_000111.jpg,30.62162222,-96.33969167
IMG_000112.jpg,30.62162222,-96.33969167
IMG_000113.jpg,30.62162222,-96.33969167
IMG_000114.jpg,30.62162222,-96.33969167
